additional_links,address,agent,baths,beds,commonhold_details,council_tax_band,country_code,currency,date_added,description,link,price,property_id,property_size,property_type,service_charge,tenure,time_remaining_on_lease,type,url,virtual_tour
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/248k/247766/158591330/247766_250039_DOC_00_0000.pdf""]","19 Mountcastle Drive South, Mountcastle, EH15 1QA","Added on 22/02/2025
 by A Annan Solicitors & Estate Agents, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 22/02/2025,19 Mountcastle Drive South is a versatile detached bungalow over two floors and represents a fabulous well-proportioned traditional family home.Accommodation comprises an entrance vestibule and a welcoming hallway with cupboard space and side door leading to garden. To the front is a double bedro...,https://www.rightmove.co.uk/properties/158591330#/?channel=RES_BUY,520000,158591330,,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/158591330#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/277k/276743/154455725/276743_245209_DOC_00_0000.pdf""]","12A Brandon Street, Edinburgh, EH3 5DX","Reduced on 09/01/2025
 by ELP Arbuthnott McClanachan, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 09/01/2025,"This substantial, three-bedroom, attractive garden flat has an enviable location within the highly desirable New Town area of Edinburgh. It is close to excellent local amenities, transport links, shops and restaurants with Stockbridge, George Street and Princes Street Gardens a short walk away.  ...",https://www.rightmove.co.uk/properties/154455725#/?channel=RES_BUY,520000,154455725,,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/154455725#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/253k/252134/158254724/252134_214646_DOC_00_0001.pdf""]","11 Craigmount Grove, Edinburgh, EH12 8BJ","Added on 14/02/2025
 by Neilsons Solicitors and Estate Agents, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 14/02/2025,"Neilsons are delighted to present to market this converted four bedroom detached bungalow, quietly located in the desirable district of Corstorphine. Close to local amenities and transport links, the property offers well proportioned accommodation which has been freshly painted, along with a west...",https://www.rightmove.co.uk/properties/158254724#/?channel=RES_BUY,520000,158254724,,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/158254724#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/182k/181523/155718647/181523_4_419_DOC_00_0000.pdf"", ""https://media.rightmove.co.uk/182k/181523/155718647/181523_4_419_DOC_02_0000.pdf"", ""https://media.rightmove.co.uk/182k/181523/155718647/181523_4_419_DOC_03_0000.pdf""]","Shawfair, 
Edinburgh,
EH16 4SJ","Added on 06/12/2024
 by Bellway Homes Ltd (Scotland East)",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 06/12/2024,"Save up to £15,000 with Bellway. The Burgess is a new, chain free & energy efficient home featuring an OPEN-PLAN kitchen/breakfast/dining area, utility room & French doors. Plus 4 double bedrooms and 2 EN-SUITES & a 10-year NHBC Buildmark policy^",https://www.rightmove.co.uk/properties/155718647#/?channel=RES_BUY,518995,155718647,,for-sale,,Leasehold (75 years),75 years,detached h,https://www.rightmove.co.uk/properties/155718647#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/209k/208436/152182157/208436_243459_DOC_00_0000.pdf""]","Plot 135 -  Mellor - 6 Vera Ingle Grove, Haddington, EH41 3FF","Added on 09/09/2024
 by Garden Stirling Burnet Solicitors, Haddington",0,6,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 09/09/2024,PLOT 135- Mellor Six bedroom detached family villa,https://www.rightmove.co.uk/properties/152182157#/?channel=RES_BUY,515995,152182157,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/152182157#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/253k/252134/157123403/252134_244834_DOC_00_0000.pdf""]","16 Regent Street, Edinburgh, EH15 2AX","Added on 20/01/2025
 by Neilsons Solicitors and Estate Agents, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 20/01/2025,"A rare opportunity has arisen to purchase this Grade C listed main door ground and garden apartment quietly situated in the highly desirable district of Portobello, within walking distance of Portobello Beach and the High Street’s superb variety of coffee shops, bars and boutique shops. With the ...",https://www.rightmove.co.uk/properties/157123403#/?channel=RES_BUY,515000,157123403,,for-sale,,Leasehold (40 years),40 years,g,https://www.rightmove.co.uk/properties/157123403#/?channel=RES_BUY,Available (link not found)
"[""https://media.rightmove.co.uk/255k/254018/159476051/254018_254250_DOC_00_0000.pdf""]","Lawrie Garden Room, Plot 10, Kestrel Street, Roslynlee, EH25 9QT","Added on 16/03/2025
 by McDougall McQueen, Dalkeith Property Hub",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 16/03/2025,"How couldn't you love the Lawrie Garden Room? It's a welcoming detached five bedroom family home offering 1,850 square feet of living space and an integral garage. The downstairs features a light and spacious open plan Ashley Ann designer kitchen and dining area, complete with AEG integrated app...",https://www.rightmove.co.uk/properties/159476051#/?channel=RES_BUY,515000,159476051,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159476051#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Minto Street, Edinburgh, Midlothian, EH9","Added on 09/09/2024
 by YOUR MOVE, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 09/09/2024,"This converted self contained flat was part of a stunning family home that was originally built in 1840. It has been in the current owners family since 1967. This property sits over two lower levels Minto Street. To the front of the property there is a shared driveway with the property above, the...",https://www.rightmove.co.uk/properties/155514959#/?channel=RES_BUY,515000,155514959,,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/155514959#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","47/2 Cumberland Street, New Town, Edinburgh, EH3","Added on 23/08/2024
 by DJ Alexander, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 23/08/2024,"Built in early 19th century, this well-presented three bedroom first floor flat located in the heart of Edinburgh's UNESCO heritage New Town, is completed by a separate dining room/study, and two bathrooms.",https://www.rightmove.co.uk/properties/151671746#/?channel=RES_BUY,515000,151671746,1318sq. ft,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/151671746#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","London Street, Edinburgh, Midlothian","Added on 21/02/2025
 by Rettie, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 21/02/2025,"3A London Street is an elegant & spacious main door, two-bedroom lower ground floor garden apartment with a private, south-facing rear garden forming part of an original Georgian building in the heart of the New Town. The property comprises a spacious living room flooded with light...",https://www.rightmove.co.uk/properties/158547305#/?channel=RES_BUY,515000,158547305,1296sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/158547305#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Apt 11, Colinton Road, Edinburgh, Midlothian","Reduced on 15/11/2024
 by Rettie, New Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Reduced on 15/11/2024,"**NEW REDUCED PRICE** Located on the first floor of Colinton Road, Apartment 11 offers flexible living at its finest, with three versatile bedrooms, the principal of which boasts a luxurious dressing room and ensuite, and a wonderful living space, perfect for hosting guests. This layou...",https://www.rightmove.co.uk/properties/151120700#/?channel=RES_BUY,515000,151120700,1229sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/151120700#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/182k/181523/158069489/181523_4_325_DOC_00_0000.pdf"", ""https://media.rightmove.co.uk/182k/181523/158069489/181523_4_325_DOC_02_0000.pdf"", ""https://media.rightmove.co.uk/182k/181523/158069489/181523_4_325_DOC_03_0000.pdf""]","Shawfair, 
Edinburgh,
EH16 4SJ","Added on 10/02/2025
 by Bellway Homes Ltd (Scotland East)",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 10/02/2025,"Save up to £15,000 with Bellway. The Burgess is a new, chain free & energy efficient home featuring an OPEN-PLAN kitchen/breakfast/dining area, utility room & French doors. Plus 4 double bedrooms and 2 EN-SUITES & a 10-year NHBC Buildmark policy^",https://www.rightmove.co.uk/properties/158069489#/?channel=RES_BUY,514995,158069489,,for-sale,,Leasehold (75 years),75 years,detached h,https://www.rightmove.co.uk/properties/158069489#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/253k/252134/159460277/252134_249786_DOC_00_0000.pdf""]","28 North Gyle Drive, Edinburgh, EH12 8JN","Added on 15/03/2025
 by Neilsons Solicitors and Estate Agents, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 15/03/2025,"An excellent opportunity has arisen to purchase this impressive, generously proportioned extended detached bungalow with private gardens, driveway and garage, quietly situated within the popular district of Corstorphine, close to excellent local amenities, transport links and schooling. The accom...",https://www.rightmove.co.uk/properties/159460277#/?channel=RES_BUY,510000,159460277,,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/159460277#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Apt 51, Pavilion A, New Eidyn, St James Quarter, Edinburgh","Added on 11/02/2025
 by Rettie, New Homes",0,1,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 11/02/2025,"Located at New Eidyn, St James Quarter, Apartment 51 is a 1 bedroom apartment in Pavillion A. Sitting aloft St James Quarter, the ground-breaking new lifestyle destination, New Eidyn offers 152 apartments ranging from studio to three bedrooms, providing residents with access to world-c...",https://www.rightmove.co.uk/properties/158119496#/?channel=RES_BUY,510000,158119496,861sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/158119496#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/182k/181997/153493562/181997_33423541_DOC_02_0004.pdf""]","Lyle Court, 25 Barnton Grove, Edinburgh, EH4 6EZ","Added on 08/10/2024
 by McCarthy & Stone Resales, Bournemouth",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 08/10/2024,Superb south facing penthouse apartment with generous balcony and pleasant views over to the Pentland hills. This spacious two bedroom apartment has an open plan living/dining/kitchen area. Early viewing recommended.,https://www.rightmove.co.uk/properties/153493562#/?channel=RES_BUY,510000,153493562,,for-sale,,Leasehold (70 years),70 years,penth,https://www.rightmove.co.uk/properties/153493562#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Henderson Place, New Town, Edinburgh","Added on 09/10/2024
 by Murray & Currie, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 09/10/2024,"Plot 26 is spacious and well-proportioned two bedroom, two bathroom apartment on the second floor, with a private balcony offering a lovely spot for some evening sunshine. The apartment sits on the second floor and is accessible via lift access. Internally the property has a large open plan liv...",https://www.rightmove.co.uk/properties/153564419#/?channel=RES_BUY,510000,153564419,732sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/153564419#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://docs.rezi.cloud/__SwZg1vsUtsYa9bFPVMw3KbBdKOyoa9ov3kbH1f--c%3d/46966536.pdf?v=0000000003f48dd8""]","Malbet Park, Edinburgh, EH16","Added on 03/02/2025
 by MOV8 Real Estate, Scotland Head Office",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/02/2025,"Immaculately presented, four-bedroom, detached family home, with gardens, a driveway and an integrated double garage. Set in a quiet and leafy residential development within popular Liberton, to the south of Edinburgh city centre. A welcoming entrance affords access to the carpeted s...",https://www.rightmove.co.uk/properties/157694693#/?channel=RES_BUY,505000,157694693,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/157694693#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Craigs Road, 
Edinburgh, 
EH12 0BB","Added on 10/03/2025
 by Barratt Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 10/03/2025,"The Fenton is designed for family living, including a large, front aspect lounge with room for relaxing and entertaining. The open-plan fitted kitchen and dining area provides access to the rear garden, and for additional practicality this home also benefits from a separate utility room and downs...",https://www.rightmove.co.uk/properties/159237773#/?channel=RES_BUY,501995,159237773,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159237773#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Craigs Road, 
Edinburgh, 
EH12 0BB","Added on 06/12/2024
 by Barratt Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 06/12/2024,"The kitchen in the Fenton is the perfect space for entertaining with its open-plan design, including a dining area and patio door out to the back garden. The ground floor also offers a separate lounge, utility room and WC. Upstairs, you will find all four double bedrooms, with the main bedroom of...",https://www.rightmove.co.uk/properties/155751635#/?channel=RES_BUY,500995,155751635,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/155751635#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Parliament Square, Edinburgh, Midlothian","Added on 14/03/2025
 by Rettie, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 14/03/2025,"A wonderful, Grade A listed, two-bedroom apartment in a beautiful, classic Georgian building immersed amongst the historical architecture and cobbled streets of Edinburgh’s Old Town, adjacent to the beautiful St Giles Cathedral and with immediate access to the City Chambers, the Royal Mile ...",https://www.rightmove.co.uk/properties/159423941#/?channel=RES_BUY,500000,159423941,1073sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/159423941#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/92k/91640/159186680/91640_252800_DOC_00_0000.pdf""]","132 Craigentinny Avenue, Craigentinny, Edinburgh, EH7 6RG","Added on 09/03/2025
 by Warners Solicitors, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",F,GB,GBP,Added on 09/03/2025,"Located in the sought-after Craigentinny area of Edinburgh, this detached bungalow offering flexible accommodation to four bedrooms and a comfortable and convenient living space. The property features a spacious living room with gas fire and fireplace and doors to the conservatory, currently bein...",https://www.rightmove.co.uk/properties/159186680#/?channel=RES_BUY,500000,159186680,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159186680#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/69k/68041/158108144/68041_MFL9237240_DOC_00_0000.pdf""]","Flat 104/1 Donaldson Drive, West End, Edinburgh, EH12 5FS","Added on 16/06/2024
 by McEwan Fraser Legal, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 16/06/2024,"Part exchange available! McEwan Fraser is delighted to present the spacious two-bedroom duplex apartment to the market. The property forms part of the iconic Playfair development, a modern reimagination of the former Donaldson's school, which has long been recognised as one of the most important ...",https://www.rightmove.co.uk/properties/158108144#/?channel=RES_BUY,500000,158108144,,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/158108144#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Inchview Terrace, Edinburgh, Midlothian","Added on 10/03/2025
 by Rettie, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 10/03/2025,"14 Inchview Terrace is a rarely available three-bedroom, two bathroom end terraced Victorian house with private south facing garden, situated on the border of Craigentinny and the charming seaside suburb of Portobello. It sits in a uniquely enviable position, being so close to the shore, walking ...",https://www.rightmove.co.uk/properties/159198809#/?channel=RES_BUY,500000,159198809,1089sq. ft,for-sale,,Leasehold (40 years),40 years,te,https://www.rightmove.co.uk/properties/159198809#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","11 Gordon Terrace, The Inch, Edinburgh, EH16","Added on 05/11/2024
 by DJ Alexander, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 05/11/2024,"Forming part of a detached Edwardian building in a private gated estate, this delightful (117 sqm) two-bedroom lower-villa with a large garden and enclosed garage would make a perfect home for a family, professional, or rental investor.",https://www.rightmove.co.uk/properties/154624865#/?channel=RES_BUY,500000,154624865,1262sq. ft,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/154624865#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","9/6 Great King Street, New Town, Edinburgh, EH3 6QW","Reduced on 20/08/2024
 by Simpson & Marwick, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 20/08/2024,"Spacious two bedroom flat, located within the popular New Town area of Edinburgh",https://www.rightmove.co.uk/properties/149587235#/?channel=RES_BUY,500000,149587235,1074sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/149587235#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://docs.rezi.cloud/6T4tmZd1gVEuvg2jjqVU4Yg-O7bwY5I2ptVuryTgqhQ%3d/47955010.pdf?v=00000000040df115""]","Queensferry Road, Edinburgh, EH4","Added on 10/03/2025
 by MOV8 Real Estate, Scotland Head Office",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 10/03/2025,"This two-storey 1930s, five-bedroom, detached bungalow offers spacious and flexible living in the prime Blackhall area, just west of Edinburgh's city centre. Requiring cosmetic refurbishment, the property presents an exceptional opportunity to create a stunning family home. A generou...",https://www.rightmove.co.uk/properties/159204710#/?channel=RES_BUY,500000,159204710,,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/159204710#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/96k/95110/159465506/95110_252547_DOC_00_0000.pdf""]","3/3 Balgreen Gardens, Balgreen, Edinburgh, EH12 5UG","Added on 15/03/2025
 by Coulters, Edinburgh & The Lothians",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 15/03/2025,"Presented in excellent order, this two bedroom first floor flat is situated within a peaceful cul de sac in the popular area of Balgreen. Forming part of a block of just four homes dating back to the 1930's, the property has been very well-maintained inside and out. The building itself has benefi...",https://www.rightmove.co.uk/properties/159465506#/?channel=RES_BUY,190000,159465506,549sq. ft,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/159465506#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/166k/165560/150666794/165560_12976_DOC_00_0000.pdf""]","10A Moston Terrace, Newington","Reduced on 03/02/2025
 by Urquharts Solicitors, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 03/02/2025,"New Fixed Price £75,000 Below Home Report Valuation 10A Moston Terrace is a spacious five bedroom double upper flat, forming part of a converted C Listed Victorian terraced villa, situated in the desirable Newington and neighbouring Mayfield area. The location is superb with excellent local am...",https://www.rightmove.co.uk/properties/150666794#/?channel=RES_BUY,500000,150666794,,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/150666794#/?channel=RES_BUY,Available (link not found)
,"Ingliston, Newbridge, Midlothian","Added on 26/02/2025
 by Rettie, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 26/02/2025,"20 Eastfield Road is a 3-bedroom cottage of traditional stone build set within approximately 0.4 acres of land, situated on Eastfield Road, Edinburgh - the main thoroughfare linking the A8 to Edinburgh Airport. The surrounding area is well-connected and benefits from a mix of resident...",https://www.rightmove.co.uk/properties/158721791#/?channel=RES_BUY,500000,158721791,1291sq. ft,for-sale,,Leasehold (40 years),40 years,h,https://www.rightmove.co.uk/properties/158721791#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Clark Road, Trinity, Edinburgh, EH5","Added on 13/09/2024
 by Lindsays, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",E,GB,GBP,Added on 13/09/2024,"Located in the highly sought after residential area of Trinity, 43 Clark Road is a well-presented and bright 3 bedroom terraced house, with a driveway, delightful private rear garden with a studio, and large cellar space offering scope for development and extension (subject to the necessary local...",https://www.rightmove.co.uk/properties/87083451#/?channel=RES_BUY,500000,87083451,,for-sale,,Leasehold (40 years),40 years,h,https://www.rightmove.co.uk/properties/87083451#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/69k/68041/147009869/68041_MFL9239276_DOC_00_0001.pdf""]","17 Lutton Place, Newington, Edinburgh, EH8 9PD","Added on 19/04/2024
 by McEwan Fraser Legal, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 19/04/2024,INVESTORS ONLY - HMO investment opportunity - Rental income £2800pcm - Spacious four-bedroom second-floor flat to the market. The property forms part of a beautiful Georgian terrace that overlooks St Peter's Church in Newington. The property is presented in good internal order and has retained a ...,https://www.rightmove.co.uk/properties/147009869#/?channel=RES_BUY,500000,147009869,,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/147009869#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/92k/91640/159186875/91640_252078_DOC_00_0000.pdf""]","94 (1F2), Thirlestane Road, Marchmont, Edinburgh, EH9 1AS","Added on 09/03/2025
 by Warners Solicitors, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 09/03/2025,"Warners presents this beautiful four-bedroom flat in the desirable Marchmont area, just a short distance from Edinburgh city centre. Housed in a charming Victorian tenement, it combines period features with modern living for a perfect balance of space and convenience. The spacious, bright living ...",https://www.rightmove.co.uk/properties/159186875#/?channel=RES_BUY,500000,159186875,,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/159186875#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Watertoun Road (off W Savile Terrace), Edinburgh, 
EH9 3HZ","Added on 18/01/2025
 by Cala Homes Scotland East",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 18/01/2025,"Impressive apartment boasting a south facing balcony, 2 en-suites and excellent storage throughout. Located within 2 miles of Edinburgh with regular services taking you right into the heart of the city.",https://www.rightmove.co.uk/properties/157049156#/?channel=RES_BUY,499995,157049156,,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/157049156#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/253k/252134/153137138/252134_242629_DOC_00_0001.pdf""]","50 Meadowsweet Drive, Edinburgh, EH4 8FD","Added on 10/02/2025
 by Neilsons Solicitors and Estate Agents, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 10/02/2025,"A fantastic opportunity has arisen to purchase this impressive, truly stunning detached house with private gardens, driveway and garage, situated in the desired Cammo area within the prestigious new Cammo Meadows estate. The beautiful home is part of the David Wilson Homes development and would u...",https://www.rightmove.co.uk/properties/153137138#/?channel=RES_BUY,499995,153137138,,for-sale,,Leasehold (40 years),40 years,detached villa,https://www.rightmove.co.uk/properties/153137138#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/180k/179594/158645204/179594_251422_DOC_00_0000.pdf""]","28 Craigmount Gardens, Corstorphine, Edinburgh, EH12 8EA","Added on 24/02/2025
 by Connor Malcolm, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 24/02/2025,Elevated south-facing detached bungalow in a quiet residential setting well placed for an excellent range of amenities and superb transport links. This rarely available home is a natural choice for a growing family and offers particularly spacious and versatile living space which is flanked by ne...,https://www.rightmove.co.uk/properties/158645204#/?channel=RES_BUY,499995,158645204,,for-sale,,Leasehold (60 years),60 years,detached bungal,https://www.rightmove.co.uk/properties/158645204#/?channel=RES_BUY,
