additional_links,address,agent,baths,beds,commonhold_details,council_tax_band,country_code,currency,date_added,description,link,price,property_id,property_size,property_type,service_charge,tenure,time_remaining_on_lease,type,url,virtual_tour
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/255k/254021/154416962/254021_237711_DOC_00_0000.pdf""]","24 Ormidale Terrace, Edinburgh, EH12 6EQ","Added on 31/10/2024
 by McDougall McQueen, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 31/10/2024,"24 Ormidale Terrace is a superb 4/5-bedroom Victorian terraced house situated on a wide residential street in the highly desirable area of Murrayfield. Two public rooms, dining room, 4 double bedrooms, mature gardens. Early viewing is recommened. To arrange a suitable time, call Jacquie Sandi...",https://www.rightmove.co.uk/properties/154416962#/?channel=RES_BUY,945000,154416962,,for-sale,,Leasehold (40 years),40 years,te,https://www.rightmove.co.uk/properties/154416962#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Cluny Terrace, Morningside, Edinburgh, EH10","Added on 04/09/2024
 by Savills, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 04/09/2024,Fantastic opportunity to acquire a handsome family home in the much sought-after residential area of Morningside.,https://www.rightmove.co.uk/properties/156962183#/?channel=RES_BUY,945000,156962183,2298sq. ft,for-sale,,Leasehold (160 years),160 years,te,https://www.rightmove.co.uk/properties/156962183#/?channel=RES_BUY,Available (link not found)
,"Apt 39, Pavilion A, New Eidyn, St James Quarter, Edinburgh","Added on 11/02/2025
 by Rettie, New Homes",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 11/02/2025,"Spanning over 1203 square feet, Apt 39 is a 2 bedroom apartment located in Pavilion A at New Eidyn. The development is located above the world-class St James Quarter, and all the properties are finished to the highest standard. Residents will benefit from world class amenities at New E...",https://www.rightmove.co.uk/properties/158119475#/?channel=RES_BUY,935000,158119475,1203sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/158119475#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Colinton Road, Edinburgh","Added on 18/10/2024
 by Rettie, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 18/10/2024,"Forming part of a beautifully renovated, category B listed property in Edinburgh’s desirable Merchiston neighbourhood, this 3 bedroom Period Penthouse seamlessly combines modern luxury with classic 19th century architecture. From the gated, private parking to lift access directly to the fro...",https://www.rightmove.co.uk/properties/158355362#/?channel=RES_BUY,925000,158355362,1698sq. ft,for-sale,,Leasehold (40 years),40 years,penth,https://www.rightmove.co.uk/properties/158355362#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","West Mill Road, Colinton, Edinburgh, EH13","Reduced on 02/12/2024
 by Lindsays, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 02/12/2024,An impressive & rarely available semi detached villa which occupies a large plot. The property provides spacious & flexible family accommodation & is situated in quiet street in highly regarded & sought after residential area. This spacious family home extends to over 3000 sq ft ...,https://www.rightmove.co.uk/properties/146124578#/?channel=RES_BUY,910000,146124578,3000sq. ft,for-sale,,Leasehold (40 years),40 years,h,https://www.rightmove.co.uk/properties/146124578#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Ramsay Garden, Old Town, Edinburgh, EH1","Reduced on 17/12/2024
 by Belvoir Sales, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 17/12/2024,"A spectacular, four bedroom double upper apartment offering a rare opportunity to live in such a special location in Edinburgh's historic Old Town.",https://www.rightmove.co.uk/properties/153386924#/?channel=RES_BUY,900000,153386924,,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/153386924#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/253k/252134/158047658/252134_249736_DOC_00_0000.pdf""]","1 Baberton Mains Farm, Edinburgh, EH14 2SR","Added on 10/02/2025
 by Neilsons Solicitors and Estate Agents, Edinburgh",0,6,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 10/02/2025,"A tremendous opportunity has arisen to acquire this exceptional B-listed Victorian farmhouse located in the capital’s desirable Baberton area. Situated within the former Baberton Mains Estate, close to excellent amenities and commuting links, the property offers a superb opportunity to create a f...",https://www.rightmove.co.uk/properties/158047658#/?channel=RES_BUY,900000,158047658,,for-sale,,Leasehold (40 years),40 years,detached villa,https://www.rightmove.co.uk/properties/158047658#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Barnton Gardens, Edinburgh","Added on 22/07/2024
 by Rettie, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 22/07/2024,"A rare opportunity to acquire a substantial innovatively designed semi-detached house providing generously proportioned accommodation with the benefit of a colourful, established rear garden and stunning panoramic views over Bruntsfield Golf course to the Firth of Forth and beyond. 32 Barnto...",https://www.rightmove.co.uk/properties/150488384#/?channel=RES_BUY,900000,150488384,2579sq. ft,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/150488384#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/92k/91640/158769200/91640_197210_DOC_00_0000.pdf""]","131 Meadowspot, Morningside, Edinburgh, EH10 5UY","Added on 27/02/2025
 by Warners Solicitors, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 27/02/2025,"Nestled in a tranquil cul-de-sac beside the picturesque Easter Craiglockhart Hill Local Nature Reserve, this beautifully presented detached family home offers an exceptional blend of space, style, and comfort. Situated in the highly sought-after Morningside area, just south of the city centre, t...",https://www.rightmove.co.uk/properties/158769200#/?channel=RES_BUY,895000,158769200,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158769200#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","St. Johns Road, Corstorphine, Edinburgh, EH12","Added on 28/01/2025
 by Savills, Edinburgh",0,6,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 28/01/2025,"A charming detached family home with beautiful private gardens and off-street parking for several vehicles, set within the desirable Corstorphine area.",https://www.rightmove.co.uk/properties/157457963#/?channel=RES_BUY,895000,157457963,2812sq. ft,for-sale,,Leasehold (160 years),160 years,detached h,https://www.rightmove.co.uk/properties/157457963#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Starbank Road, Trinity, Edinburgh, EH5","Added on 14/03/2025
 by Umega, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 14/03/2025,"A stunning 4-bedroom family home with panoramic sea views, located at the corner of Starbank Road and York Road in the highly sought-after Trinity area.",https://www.rightmove.co.uk/properties/159402107#/?channel=RES_BUY,895000,159402107,,for-sale,,Leasehold (40 years),40 years,end,https://www.rightmove.co.uk/properties/159402107#/?channel=RES_BUY,Available (link not found)
,"90 Clermiston Road, Corstorphine, Edinburgh, EH12 6UP","Added on 02/03/2025
 by McEwan Fraser Legal, Edinburgh",0,4,,,,GBP,Added on 02/03/2025,Spacious five-bedroom Coach House to the market. The property forms part of a converted stable block quietly situated in a nature reserve on the west side of Corstorphine Hill. The property enjoys fantastic views and offers over 200m² of flexible living space.,https://www.rightmove.co.uk/properties/158883110#/?channel=RES_BUY,875000,158883110,,for-sale,,,,end,https://www.rightmove.co.uk/properties/158883110#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Apartment Four, No.9 Barnton Avenue West, Edinburgh","Added on 20/05/2024
 by Rettie, New Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 20/05/2024,"**LBTT Contribution Available!** Located on the ground floor of No.9 Barnton Avenue West, Apartment Four is a fantastic 1,719 sqft three-bedroom apartment. This home features a sizable principal bedroom, with a seperate dressing room and an en-suite, as well as two additiona...",https://www.rightmove.co.uk/properties/148167848#/?channel=RES_BUY,875000,148167848,1719sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/148167848#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/42k/41048/150940562/41048_EBR012415676_DOC_01_0008.pdf""]","Circus Lane, Edinburgh, EH3","Added on 02/08/2024
 by Knight Frank, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 02/08/2024,"A stunning, fully renovated two bedroom mews flat on the iconic Circus Lane This exquisite two bedroom mews flat is nestled in the heart of Edinburgh's charming Circus Lane. Fully renovated by the current owners, the home boasts a high specification throughout and offers a perfect blend of moder...",https://www.rightmove.co.uk/properties/150940562#/?channel=RES_BUY,875000,150940562,1276sq. ft,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/150940562#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Apartment Two, No.9 Barnton Avenue West, Edinburgh","Added on 12/12/2024
 by Rettie, New Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 12/12/2024,"**LBTT Contribution Available!** With bespoke finishes and spacious, considered layouts, No.9 Barnton Avenue West is an exclusive collection of eight apartments and three penthouses nestled within verdant grounds. Rettie is delighted to bring to market these particularly at...",https://www.rightmove.co.uk/properties/155888222#/?channel=RES_BUY,875000,155888222,1748sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/155888222#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/255k/254021/159459827/254021_250845_DOC_00_0000.pdf""]","25 Greenbank Crescent, Edinburgh, EH10 5TE","Added on 15/03/2025
 by McDougall McQueen, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 15/03/2025,"Welcome to Greenbank Crescent, this substantial four bedroom semi-detached property with three reception rooms, two bathrooms offers excellent family accommodation, further benefits are gardens to the front and to the rear along with a driveway to the side. The property is ideally located in the ...",https://www.rightmove.co.uk/properties/159459827#/?channel=RES_BUY,875000,159459827,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/159459827#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Braidburn Crescent, Morningside, Edinburgh, EH10","Added on 11/02/2025
 by Savills, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 11/02/2025,A charming family home located in the much sought-after Morningside area of Edinburgh's south side.,https://www.rightmove.co.uk/properties/158090882#/?channel=RES_BUY,865000,158090882,2000sq. ft,for-sale,,Leasehold (160 years),160 years,te,https://www.rightmove.co.uk/properties/158090882#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Apartment Seven, No.9 Barnton Avenue West, Edinburgh","Added on 20/05/2024
 by Rettie, New Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",h,GB,GBP,Added on 20/05/2024,"**LBTT Contribution Available!** Located on the first floor of No.9 Barnton Avenue West, Apartment Seven is a fantastic 1,749 sqft three-bedroom apartment boasting a desirable terrace; the perfect private space for summer days and for keeping your own city-friendly garden. This home fe...",https://www.rightmove.co.uk/properties/148167857#/?channel=RES_BUY,860000,148167857,1752sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/148167857#/?channel=RES_BUY,
